video,cond,texts_n,desc_mean_len,forbidden_rate,two_line_format_rate,hedging_per100w,frame_text_conflict_rate,fault_alignment_rate,reproducibility,length_variance,behavior_align_score_desc,ilc_coverage,bd_unique,odtr_offdomain
/app/data/raw/videos/validation_reencoded/bb_1_211213_vehicle_114_167.mp4,A1_g0.3,3,10.0,0.0,1.0,0.0,0.0,1.0,0.1345899470899471,0.6666666666666666,0.5139061609903971,0.0,0.0,0.40165631469979296
/app/data/raw/videos/validation_reencoded/bb_1_211129_vehicle_235_21934.mp4,A1_g0.3,3,10.666666666666666,0.0,1.0,0.0,0.0,1.0,0.2207282913165266,1.5555555555555554,0.4962855478127797,0.0,0.0,0.3467706302794022
/app/data/raw/videos/validation_reencoded/bb_1_211127_vehicle_252_24503.mp4,A1_g0.3,3,12.333333333333334,0.0,1.0,0.0,0.0,1.0,0.15887445887445886,11.555555555555555,0.5632935563723246,0.0,0.0,0.298974358974359
/app/data/raw/videos/validation_reencoded/bb_1_211124_vehicle_30_412.mp4,A1_g0.3,3,14.333333333333334,0.0,1.0,0.0,0.0,1.0,0.17954887218045112,57.55555555555555,0.5312483708063761,0.0,0.0,0.3076190476190476
/app/data/raw/videos/validation_reencoded/bb_1_211031_vehicle_225_22188.mp4,A1_g0.3,3,12.0,0.0,1.0,0.0,0.0,1.0,0.12427849927849927,8.666666666666666,0.5446883738040924,0.0,0.0,0.3706293706293706
/app/data/raw/videos/validation_reencoded/bb_1_210927_vehicle_207_22007.mp4,A1_g0.3,3,10.333333333333334,0.0,1.0,0.0,0.0,1.0,0.15079365079365079,0.8888888888888888,0.5476079185803732,0.0,0.0,0.3634278002699055
/app/data/raw/videos/validation_reencoded/bb_1_210910_vehicle_45_284.mp4,A1_g0.3,3,13.0,0.3333333333333333,1.0,1.5873015873015872,0.0,1.0,0.2384126984126984,44.66666666666667,0.5256343086560568,0.0,0.0,0.30485527544351076
/app/data/raw/videos/validation_reencoded/bb_1_210827_vehicle_316_051.mp4,A1_g0.3,3,11.333333333333334,0.3333333333333333,1.0,0.0,0.0,1.0,0.05555555555555555,13.555555555555555,0.5599265793959299,0.0,0.0,0.32090643274853803
/app/data/raw/videos/validation_reencoded/bb_1_210820_vehicle_113_137.mp4,A1_g0.3,3,10.666666666666666,0.0,1.0,0.0,0.0,1.0,0.19166666666666668,4.222222222222223,0.5304231146971384,0.0,0.0,0.30933125019146523
/app/data/raw/videos/validation_reencoded/bb_1_210720_vehicle_206_22387.mp4,A1_g0.3,3,11.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5393480161825815,0.0,0.0,0.3952850877192982
/app/data/raw/videos/validation_reencoded/bb_1_210713_vehicle_113_094.mp4,A1_g0.3,3,13.666666666666666,0.3333333333333333,1.0,0.0,0.0,1.0,0.21701863354037268,20.222222222222218,0.5847091178099314,0.0,0.0,0.35800310800310803
/app/data/raw/videos/validation_reencoded/bb_1_210607_vehicle_314_057.mp4,A1_g0.3,3,14.0,0.0,1.0,0.0,0.0,1.0,0.14659611992945326,32.666666666666664,0.46360722184181213,0.0,0.0,0.3301169590643275
/app/data/raw/videos/validation_reencoded/bb_1_210523_vehicle_21_250.mp4,A1_g0.3,3,10.333333333333334,0.0,1.0,0.0,0.0,1.0,0.15079365079365079,0.8888888888888888,0.5233740111192068,0.0,0.0,0.3934372969460689
/app/data/raw/videos/validation_reencoded/bb_1_210507_vehicle_248_22993.mp4,A1_g0.3,3,9.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.1845238095238095,17.999999999999996,0.5836800535519918,0.0,0.0,0.2634383866267924
/app/data/raw/videos/validation_reencoded/bb_1_210210_vehicle_221_22209.mp4,A1_g0.3,3,10.0,0.0,1.0,0.0,0.0,1.0,0.20588235294117646,0.6666666666666666,0.5185107588768005,0.0,0.0,0.31254856254856256
/app/data/raw/videos/validation_reencoded/bb_1_210209_vehicle_112_136.mp4,A1_g0.3,3,19.333333333333332,0.0,1.0,0.0,0.0,0.0,0.14539682539682539,88.22222222222224,0.4316981037457784,0.0,0.0,0.3773436440103107
/app/data/raw/videos/validation_reencoded/bb_1_210206_vehicle_148_012.mp4,A1_g0.3,3,9.666666666666666,0.0,1.0,0.0,0.0,1.0,0.10317460317460317,3.5555555555555554,0.49561286966005963,0.0,0.0,0.34523809523809523
/app/data/raw/videos/validation_reencoded/bb_1_210202_vehicle_224_23649.mp4,A1_g0.3,3,9.0,0.0,1.0,0.0,0.0,1.0,0.18207282913165265,17.999999999999996,0.5852159261703491,0.0,0.0,0.2889469862018882
/app/data/raw/videos/validation_reencoded/bb_1_210126_vehicle_200_21653.mp4,A1_g0.3,3,10.333333333333334,0.0,1.0,0.0,0.0,1.0,0.1845238095238095,0.8888888888888888,0.508274088303248,0.0,0.0,0.35402930402930405
/app/data/raw/videos/validation_reencoded/bb_1_201104_vehicle_244_21504.mp4,A1_g0.3,3,10.333333333333334,0.0,1.0,0.0,0.0,1.0,0.15079365079365079,0.8888888888888888,0.5218814810117086,0.0,0.0,0.40220922677063026
/app/data/raw/videos/validation_reencoded/bb_1_220801_vehicle_221_24841.mp4,A1_g0.4,3,10.333333333333334,0.0,1.0,0.0,0.0,1.0,0.15079365079365079,0.8888888888888888,0.5414024591445923,0.0,0.0,0.3491420859841912
/app/data/raw/videos/validation_reencoded/bb_1_220507_vehicle_243_24810.mp4,A1_g0.4,3,12.666666666666666,0.0,1.0,0.0,0.0,1.0,0.18333333333333332,1.5555555555555554,0.5565722187360128,0.0,0.0,0.3059147509578544
/app/data/raw/videos/validation_reencoded/bb_1_220414_vehicle_209_22339.mp4,A1_g0.4,3,12.666666666666666,0.6666666666666666,1.0,0.0,0.0,1.0,0.05592105263157895,20.222222222222218,0.5531933705012003,0.0,0.0,0.26940035273368607
/app/data/raw/videos/validation_reencoded/bb_1_220407_vehicle_47_037.mp4,A1_g0.4,3,10.0,0.0,1.0,0.0,0.0,1.0,0.4497354497354497,0.6666666666666666,0.5344101190567017,0.0,0.0,0.24647284201036737
/app/data/raw/videos/validation_reencoded/bb_1_220313_vehicle_14_011.mp4,A1_g0.4,3,10.333333333333334,0.0,1.0,0.0,0.0,1.0,0.15079365079365079,0.8888888888888888,0.556945264339447,0.0,0.0,0.3641360434333917
/app/data/raw/videos/validation_reencoded/bb_1_220219_vehicle_210_21470.mp4,A1_g0.4,3,11.0,0.0,1.0,0.0,0.0,1.0,0.4444444444444444,0.0,0.4998803337415059,0.0,0.0,0.3981856350277403
/app/data/raw/videos/validation_reencoded/bb_1_220218_vehicle_190_028.mp4,A1_g0.4,3,9.0,0.0,1.0,0.0,0.0,1.0,0.1955128205128205,0.6666666666666666,0.5752973854541779,0.0,0.0,0.22268009768009767
/app/data/raw/videos/validation_reencoded/bb_1_220105_vehicle_116_201.mp4,A1_g0.4,3,9.666666666666666,0.0,1.0,0.0,0.0,1.0,0.04074074074074074,0.8888888888888888,0.5536063810189565,0.0,0.0,0.3282569241694942
/app/data/raw/videos/validation_reencoded/bb_1_211231_vehicle_118_119.mp4,A1_g0.4,3,14.333333333333334,0.0,1.0,0.0,0.0,1.0,0.2233044733044733,11.555555555555555,0.4735012749830882,0.0,0.0,0.34878573749187786
/app/data/raw/videos/validation_reencoded/bb_1_211214_vehicle_089_021.mp4,A1_g0.4,3,10.666666666666666,0.3333333333333333,1.0,0.0,0.0,1.0,0.15079365079365079,0.2222222222222222,0.5177338918050131,0.0,0.0,0.3665952210843852
/app/data/raw/videos/validation_reencoded/bb_1_211213_vehicle_114_167.mp4,A1_g0.4,3,10.0,0.0,1.0,0.0,0.0,1.0,0.1345899470899471,0.6666666666666666,0.5139061609903971,0.0,0.0,0.40165631469979296
/app/data/raw/videos/validation_reencoded/bb_1_211129_vehicle_235_21934.mp4,A1_g0.4,3,10.666666666666666,0.0,1.0,0.0,0.0,1.0,0.2207282913165266,1.5555555555555554,0.4962855478127797,0.0,0.0,0.3467706302794022
/app/data/raw/videos/validation_reencoded/bb_1_211127_vehicle_252_24503.mp4,A1_g0.4,3,12.333333333333334,0.0,1.0,0.0,0.0,1.0,0.15887445887445886,11.555555555555555,0.5632935563723246,0.0,0.0,0.298974358974359
/app/data/raw/videos/validation_reencoded/bb_1_211124_vehicle_30_412.mp4,A1_g0.4,3,14.333333333333334,0.0,1.0,0.0,0.0,1.0,0.17954887218045112,57.55555555555555,0.5312483708063761,0.0,0.0,0.3076190476190476
/app/data/raw/videos/validation_reencoded/bb_1_211031_vehicle_225_22188.mp4,A1_g0.4,3,12.0,0.0,1.0,0.0,0.0,1.0,0.12427849927849927,8.666666666666666,0.5446883738040924,0.0,0.0,0.3706293706293706
/app/data/raw/videos/validation_reencoded/bb_1_210927_vehicle_207_22007.mp4,A1_g0.4,3,10.333333333333334,0.0,1.0,0.0,0.0,1.0,0.15079365079365079,0.8888888888888888,0.5476079185803732,0.0,0.0,0.3634278002699055
/app/data/raw/videos/validation_reencoded/bb_1_210910_vehicle_45_284.mp4,A1_g0.4,3,13.0,0.3333333333333333,1.0,1.5873015873015872,0.0,1.0,0.2384126984126984,44.66666666666667,0.5145788391431173,0.0,0.0,0.30952380952380953
/app/data/raw/videos/validation_reencoded/bb_1_210827_vehicle_316_051.mp4,A1_g0.4,3,10.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.044444444444444446,4.666666666666668,0.6089136401812235,0.0,0.0,0.32090643274853803
/app/data/raw/videos/validation_reencoded/bb_1_210820_vehicle_113_137.mp4,A1_g0.4,3,10.666666666666666,0.0,1.0,0.0,0.0,1.0,0.19166666666666668,4.222222222222223,0.5240048070748647,0.0,0.0,0.3162448304383788
/app/data/raw/videos/validation_reencoded/bb_1_210720_vehicle_206_22387.mp4,A1_g0.4,3,11.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5393480161825815,0.0,0.0,0.3952850877192982
/app/data/raw/videos/validation_reencoded/bb_1_210713_vehicle_113_094.mp4,A1_g0.4,3,13.666666666666666,0.0,1.0,0.0,0.0,1.0,0.21701863354037268,20.222222222222218,0.5787960390249888,0.0,0.0,0.3945528156054472
/app/data/raw/videos/validation_reencoded/bb_1_210607_vehicle_314_057.mp4,A1_g0.4,3,14.0,0.0,1.0,0.0,0.0,1.0,0.14659611992945326,32.666666666666664,0.49174733956654865,0.0,0.0,0.3313181602655287
/app/data/raw/videos/validation_reencoded/bb_1_210523_vehicle_21_250.mp4,A1_g0.4,3,10.333333333333334,0.0,1.0,0.0,0.0,1.0,0.15079365079365079,0.8888888888888888,0.5233740111192068,0.0,0.0,0.3934372969460689
/app/data/raw/videos/validation_reencoded/bb_1_210507_vehicle_248_22993.mp4,A1_g0.4,3,10.666666666666666,0.3333333333333333,1.0,0.0,0.0,1.0,0.20337301587301587,13.555555555555555,0.5703382094701132,0.0,0.0,0.2626703374716465
/app/data/raw/videos/validation_reencoded/bb_1_210210_vehicle_221_22209.mp4,A1_g0.4,3,10.0,0.0,1.0,0.0,0.0,1.0,0.20588235294117646,0.6666666666666666,0.5185107588768005,0.0,0.0,0.31254856254856256
